name,date,academy,presentation,pyschometrics
JERRYLEE KOENEN,2019-10-30,London,17,45
MIC WILSHIRE,2019-10-30,London,21,52
LANNI ARROWSMITH,2019-10-30,London,19,53
GERLADINA REYNOLDS,2019-10-30,London,21,45
NEFEN WOLTON,2019-10-30,London,25,60
MARY DARNBROUGH,2019-10-30,London,23,62
DAPHENE BARKLY,2019-10-30,London,20,57
JANNA HOULAGHAN,2019-10-30,London,18,56
FLORELLA BOAYS,2019-10-30,London,19,62
ABDEL SHOVEL,2019-10-30,London,18,56
LUISA GRIFFE,2019-10-30,London,20,64
KAYCEE MATTUSEVICH,2019-10-30,London,15,58
ARIELLE DONATI,2019-10-30,London,22,62
SIBYLLE THOMAZIN,2019-10-30,London,19,42
DI SIMONICH,2019-10-30,London,21,55
ANNADIANA LUMSDEN,2019-10-30,London,16,61
LOLA EBSWORTH,2019-10-30,London,22,57
JANOS SHELLSHEERE,2019-10-30,London,21,46
RURIK CRIMMINS,2019-10-30,London,21,46
ABRAHAN BIGGERDIKE,2019-10-30,London,14,48
GRAEHME SEAMER,2019-10-30,London,20,52
PIER SPATIG,2019-10-30,London,25,60
KILEY CLAVEY,2019-01-31,Birmingham,24,62
SHURLOCKE CRINGLE,2019-01-31,Birmingham,18,49
BASE DOGGETT,2019-01-31,Birmingham,24,38
ALMIRE TEWKESBERRY,2019-01-31,Birmingham,19,70
BARTHOLEMY TRIPPITT,2019-01-31,Birmingham,13,60
BRIANA BRADER,2019-01-31,Birmingham,19,59
DEONNE SIMIONATO,2019-01-31,Birmingham,15,64
COZMO ABEL,2019-01-31,Birmingham,22,51
LEMMIE JENDRICH,2019-01-31,Birmingham,24,54
ERAN VARGA,2019-01-31,Birmingham,13,57
PAMELA GADMAN,2019-01-31,Birmingham,19,53
BENDIX BONNETTE,2019-01-31,Birmingham,17,49
PET WISE,2019-01-31,Birmingham,15,56
ULICK PICKERVANCE,2019-01-31,Birmingham,18,59
ART MITKIN,2019-01-31,Birmingham,18,57
SIBLEY ADDISON,2019-01-31,Birmingham,22,56
SILVAIN GEEVE,2019-01-31,Birmingham,18,49
AINDREA DAVIO,2019-01-31,Birmingham,21,60
DARYLE JANOCH,2019-01-31,Birmingham,15,63
GERHARD MCGRATH,2019-01-31,Birmingham,25,62
MATTHIEU DULAKE,2019-07-31,London,22,58
SHURLOCK DUTCH,2019-07-31,London,24,43
CRISTINA FINLAN,2019-07-31,London,20,56
CHRISTIE BLINCOE,2019-07-31,London,24,51
GARDNER ESTICK,2019-07-31,London,22,60
NATASHA CHRISTOL,2019-07-31,London,26,51
RIANNON BARACLOUGH,2019-07-31,London,16,62
TALLIA RUSHFORD,2019-07-31,London,19,57
ANGELICA NEISSEN,2019-07-31,London,17,53
LANGSTON ADAMSKI,2019-07-31,London,23,54
AMERIGO HEYS,2019-07-31,London,26,51
DEBI GOLD,2019-07-31,London,14,42
NATALIE NORWICH,2019-07-31,London,17,54
BENJAMIN CHASTAND,2019-07-31,London,24,54
ELSWORTH BENDTSEN,2019-07-31,London,23,51
ANABELLA WILCOX,2019-07-31,London,24,48
REGINA CALVER,2019-07-31,London,16,58
KARLA WINDRIDGE,2019-07-31,London,21,61
LANNIE MINISTER,2019-07-31,London,24,68
TOWNY POVALL,2019-07-31,London,19,60
JOLETTA KALINOWSKY,2019-07-31,London,25,51
SIMONETTE MAWSON,2019-07-31,London,24,61
MILLY ISON,2019-07-31,London,21,59
CON HAXLEY,2019-07-31,London,23,50
BRYANTY GREENACRE,2019-07-31,London,23,53
VIVIANNE SHILLS,2019-07-31,London,20,53
RENADO BULFOOT,2019-07-31,London,18,65
JANNA WIFFIELD,2019-10-31,Birmingham,20,59
CASS JENYNS,2019-10-31,Birmingham,21,47
FAIR LUCIA,2019-10-31,Birmingham,24,53
HOMER SEBBORN,2019-10-31,Birmingham,24,54
PHILLIP HEADECH,2019-10-31,Birmingham,16,54
CASPER WILLCOTT,2019-10-31,Birmingham,21,63
BETTY FRENSCH,2019-10-31,Birmingham,22,45
KRISTIAN GIRHARD,2019-10-31,Birmingham,23,54
MARIANNA CASA,2019-10-31,Birmingham,16,55
LAZARUS VARLEY,2019-10-31,Birmingham,24,60
LUCAS DUTHIE,2019-10-31,Birmingham,21,54
HALE SEVERNS,2019-10-31,Birmingham,20,55
ARNE MORANDO,2019-10-31,Birmingham,12,60
ARCHAMBAULT EVANSON,2019-10-31,Birmingham,22,54
YOLANE LOWSELY,2019-10-31,Birmingham,22,56
CECIL LEHRER,2019-10-31,Birmingham,22,39
BARD DEMONGE,2019-04-04,Birmingham,21,42
ELYSSA SPENCELEY,2019-04-04,Birmingham,16,45
ARDELIS GYLLE,2019-04-04,Birmingham,20,61
MERCY CORONAS,2019-04-04,Birmingham,21,65
ISAC PESCHMANN,2019-04-04,Birmingham,17,63
RHONA BISGROVE,2019-04-04,Birmingham,21,60
LAMONT LEVERINGTON,2019-04-04,Birmingham,20,44
GARDIE SWAYSLAND,2019-04-04,Birmingham,23,60
CHARLOTTE POSSA,2019-04-04,Birmingham,17,50
NORBIE IACOBUCCI,2019-04-04,Birmingham,20,56
ANDREAS KINCEY,2019-04-04,Birmingham,18,53
VACLAV KETTLESTRINGES,2019-04-04,Birmingham,18,48
ALBERTO O SULLIVAN,2019-04-04,Birmingham,26,67
KLEMENT HARLEY,2019-04-04,Birmingham,25,64
JON ARIES,2019-04-04,Birmingham,18,59
DECK EANNETTA,2019-04-04,Birmingham,16,53
ROWNEY VON HAGT,2019-04-04,Birmingham,18,61
JOSSELYN O'SHEILS,2019-04-04,Birmingham,17,51
HARMON JAGGI,2019-04-04,Birmingham,20,56
DAISY BRIMS,2019-04-04,Birmingham,17,65
BARON FRESCHI,2019-04-04,Birmingham,24,49
HAYWOOD SANDEFORD,2019-04-04,Birmingham,22,47
FLO MCSPARRAN,2019-04-04,Birmingham,19,47
DARB NOOR,2019-04-04,Birmingham,19,59
ADAH SPENCERS,2019-04-04,Birmingham,22,52
GABBIE OVER,2019-04-04,Birmingham,21,52
BUD CARLETTO,2019-04-04,Birmingham,21,54
SUNNY MENAT,2019-04-04,Birmingham,26,52
REMINGTON HENSMANS,2019-04-04,Birmingham,17,51
PEARCE MAXWALE,2019-04-04,Birmingham,20,51
TIFFIE BARENSKIE,2019-04-04,Birmingham,19,46
THEA PERSEY,2019-04-04,Birmingham,20,51
BERRY CODD,2019-04-04,Birmingham,20,58
JACKY REILINGEN,2019-04-04,Birmingham,22,58
TREFOR KALINOWSKY,2019-12-04,London,18,52
GERTRUDIS BALHATCHET,2019-12-04,London,18,49
LEIGHTON IDDY,2019-12-04,London,24,61
JORDAIN ROCHESTER,2019-12-04,London,21,67
CLEMENTIA BEASLEIGH,2019-12-04,London,19,52
CHRISTIAN TUNNY,2019-12-04,London,21,60
TRENNA MCCURT,2019-12-04,London,22,53
BERNHARD BIRCHALL,2019-12-04,London,18,56
FELICLE KOPS,2019-12-04,London,16,56
LARA DOUGHERTY,2019-12-04,London,20,36
GUSTAVO BAROK,2019-12-04,London,26,52
ALETHEA RANGELL,2019-12-04,London,20,52
DANILA LEAMON,2019-12-04,London,18,54
ESSY HAGGUS,2019-12-04,London,20,50
MOSE TRASE,2019-12-04,London,20,53
SHANNA JUNIPER,2019-12-04,London,16,58
DARYN DUGMORE,2019-12-04,London,18,51
LINDSAY HENINGHEM,2019-12-04,London,21,39
GRANVILLE SLAD,2019-12-04,London,19,50
MICHAEL ETTLES,2019-12-04,London,21,55
STEPHAN MIDDLE,2019-12-04,London,27,51
JESSEE BLAGBROUGH,2019-12-04,London,24,45
GIB KROL,2019-12-04,London,16,63
DEVON MCCRACKEN,2019-07-04,Birmingham,17,45
EVERED GIOVANIZIO,2019-07-04,Birmingham,24,55
FAN HEMBER,2019-07-04,Birmingham,22,57
SHARL SHAMBROOKE,2019-07-04,Birmingham,27,53
BLONDY FEARNALL,2019-07-04,Birmingham,20,58
HAROUN DOWBER,2019-07-04,Birmingham,15,47
LETIZIA MCKERN,2019-07-04,Birmingham,18,57
SAL INGLESENT,2019-07-04,Birmingham,24,50
GABI IVINS,2019-07-04,Birmingham,21,59
HENRIETA CHATTO,2019-07-04,Birmingham,22,50
STEFFEN MARCOMBE,2019-07-04,Birmingham,19,63
TERIANN MATYASHEV,2019-07-04,Birmingham,21,51
NIALL GRAINE,2019-07-04,Birmingham,24,61
DARIN HEALING,2019-07-04,Birmingham,23,55
DONNIE SANDWICK,2019-07-04,Birmingham,23,58
DYNA SANGE,2019-07-04,Birmingham,15,73
THOMA BOLESWORTH,2019-07-04,Birmingham,18,53
NOBY VACHER,2019-07-04,Birmingham,19,56
JOELA GALEA,2019-07-04,Birmingham,20,46
MELODEE CRIPPEN,2019-07-04,Birmingham,18,59
CLARETTE PEXTON,2019-07-04,Birmingham,12,59
LOCK ELLERKER,2019-07-04,Birmingham,23,54
HARMONIA WINSPARE,2019-07-04,Birmingham,21,58
NICOLLE RADFORD,2019-06-04,London,22,55
REBEKKAH AIRDRIE,2019-06-04,London,13,56
AURA LOUCHE,2019-06-04,London,15,54
LUCIUS BUSWELL,2019-06-04,London,26,57
BAMBI SEE,2019-06-04,London,19,62
JOANA FRAWLEY,2019-06-04,London,21,58
VERNON CURL,2019-06-04,London,16,55
ELSIE FURSLAND,2019-06-04,London,17,53
WADE FRIEDENBACH,2019-06-04,London,18,52
VLADAMIR WADDAMS,2019-06-04,London,23,52
RONDA BUDCOCK,2019-06-04,London,19,55
FRASER HURNELL,2019-06-04,London,20,52
SHANDEIGH ILYUSHKIN,2019-06-04,London,20,48
KATALIN REDLEY,2019-06-04,London,21,55
AMBROSI CARNOW,2019-06-04,London,20,56
JON RAIKES,2019-06-04,London,25,62
JULIE CONDLIFFE,2019-06-04,London,19,58
AL HUGONET,2019-06-04,London,21,59
EDWARD GALLOP,2019-06-04,London,14,49
ASH HANSEN,2019-06-04,London,17,40
PERCIVAL BERRYCLOTH,2019-06-04,London,22,47
MATTHIEW TUMBRIDGE,2019-06-04,London,15,56
DRU MALING,2019-06-04,London,25,43
FARREL BERTL,2019-06-04,London,16,56
ABRAM GOLDSTER,2019-06-04,London,15,56
WESTLEIGH ALEKSIDZE,2019-06-04,London,22,49
ELISABETH EBBUTT,2019-06-04,London,23,66
CHANDLER TREGUST,2019-06-04,London,17,36
HARTWELL JEWESS,2019-06-04,London,22,63
CELESTINA AYSIK,2019-06-04,London,21,55
BRANDY IANNAZZI,2019-06-04,London,19,57
BELVIA O'NEILL,2019-06-04,London,19,44
SELBY FLOYD,2019-06-04,London,20,61
KENTON KILGROVE,2019-06-04,London,18,52
DULCINE DUFFIL,2019-09-04,London,25,62
VIVIAN SYSON,2019-09-04,London,17,56
HERTA STAINER,2019-09-04,London,19,59
OMERO SHILL,2019-09-04,London,17,52
VACHEL CAREN,2019-09-04,London,18,60
LENORA KARPINSKI,2019-09-04,London,10,68
ARMANDO SCHIRAK,2019-09-04,London,15,53
IMMANUEL VALEK,2019-09-04,London,23,53
PATTON JOLIN,2019-09-04,London,14,57
RANDEE LORRAIN,2019-09-04,London,19,45
VANCE FEY,2019-09-04,London,22,50
MANFRED SWYER-SEXEY,2019-09-04,London,19,52
WEBSTER HANRATTY,2019-09-04,London,22,52
MIN YANSON,2019-09-04,London,24,49
BRYANT LOSSELJONG,2019-09-04,London,22,64
KRIS BALASSI,2019-09-04,London,17,53
JOELA SANJA,2019-09-04,London,19,47
NONA COGHLAN,2019-09-04,London,20,53
CARMELIA GHEORGHE,2019-09-04,London,23,52
CARE IFE,2019-09-04,London,22,51
MERLINA YASHANOV,2019-09-04,London,21,54
TEDDY BARACLOUGH,2019-09-04,London,17,59
PETRINA STERLAND,2019-09-04,London,21,58
ERNA MILNE,2019-09-04,London,19,51
ANNA LAMPERTI,2019-09-04,London,25,60
RAQUEL BASTIDE,2019-09-04,London,14,59
EUGEN BOGGS,2019-09-04,London,19,54
BABITA BRAMSEN,2019-09-04,London,20,67
KOREY ENNOR,2019-09-04,London,22,45
TOBY STADDEN,2019-09-04,London,23,60
ENGRACIA POLYCOTE,2019-09-04,London,22,55
ARMAN BORIBAL,2019-09-04,London,17,67
TOBE MARKOVIC,2019-12-05,Birmingham,16,55
BENITA DOWNGATE,2019-12-05,Birmingham,23,60
DIONIS ROWATT,2019-12-05,Birmingham,10,65
JACQUETTA PILL,2019-12-05,Birmingham,20,53
TERENCIO MULLES,2019-12-05,Birmingham,19,58
DEEYN KLIMKIN,2019-12-05,Birmingham,21,50
GIRALDA SLOSS,2019-12-05,Birmingham,24,47
ALLIE SHEBER,2019-12-05,Birmingham,21,67
KENTON ELVISH,2019-12-05,Birmingham,15,58
OLIVIERO TUNNICLIFFE,2019-12-05,Birmingham,16,42
FLORE MASDEN,2019-12-05,Birmingham,25,57
ORLANDO BORROWMAN,2019-12-05,Birmingham,21,48
MAXIE YERBORN,2019-12-05,Birmingham,22,72
CLARK KOVACS,2019-12-05,Birmingham,16,57
BLISSE VINICK,2019-12-05,Birmingham,18,51
ALEJOA VATCHER,2019-12-05,Birmingham,17,49
AUGUSTINE SULTANA,2019-12-05,Birmingham,22,51
AMIL COYSH,2019-12-05,Birmingham,19,65
RONNICA LINFIELD,2019-12-05,Birmingham,23,47
ELEANOR DENINGTON,2019-12-05,Birmingham,17,53
GIANINA WANDLESS,2019-12-05,Birmingham,24,64
MAGDA MCKIRTON,2019-02-05,London,18,57
GABRILA HEHIR,2019-02-05,London,15,54
ALUINO SAINTER,2019-02-05,London,17,53
POUL BASNETT,2019-02-05,London,21,59
NICOLETTE BONEHILL,2019-02-05,London,23,52
FABIEN HARDAWAY,2019-02-05,London,20,59
HAILY TOMKINS,2019-02-05,London,18,48
KERIANN CRAMBIE,2019-02-05,London,18,64
ALIX BURRIDGE,2019-02-05,London,17,47
NIKOLA GIROLDI,2019-02-05,London,20,60
FREDERICA KEHER,2019-02-05,London,21,47
ROWE FRITTER,2019-02-05,London,22,68
DAISIE WILDSMITH,2019-02-05,London,19,53
SHANON OLDKNOW,2019-02-05,London,19,54
ROLLO QUARRY,2019-02-05,London,27,60
FRANKLYN GILLMAN,2019-02-05,London,15,47
KALEB CAPPEL,2019-02-05,London,22,68
ALPHARD MARRISON,2019-02-05,London,25,60
MATTHIEW OLEKHOV,2019-02-05,London,19,47
GARRARD YAKUNIN,2019-02-05,London,15,46
CYNTHY RAIKER,2019-02-05,London,11,49
JOY CRITTEN,2019-02-05,London,23,61
RANDOLF BORASTON,2019-02-05,London,14,55
PADGET GILLYATT,2019-02-05,London,18,66
EMMALYNN VALENTETTI,2019-02-05,London,19,57
ARLEY PINNEGAR,2019-02-05,London,23,52
FELICITY BIGGANS,2019-02-05,London,19,57
COLENE DEGLI ANTONI,2019-02-05,London,26,52
RAIMUNDO STACEY,2019-02-05,London,23,54
FELICIO MCGILLIVRAY,2019-02-05,London,20,55
CARYN ADRIAAN,2019-02-05,London,22,67
DIANDRA SEARLES,2019-02-05,London,21,51
ANDREY LAWLANCE,2019-02-05,London,15,65
CARROLL BENYON,2019-02-05,London,20,57
CULLY SEWARD,2019-06-05,London,22,51
GRANTHEM LONG,2019-06-05,London,22,57
FREDDIE LUDLAM,2019-06-05,London,16,52
WILLOW GAYWOOD,2019-06-05,London,23,44
SAWYERE PASKELL,2019-06-05,London,22,57
GARRICK FAIRBANKS,2019-06-05,London,11,51
NOMI VERNE,2019-06-05,London,21,52
VERLA DI ANTONIO,2019-06-05,London,24,52
EBENESER HANDY,2019-06-05,London,24,59
TRACEE HAWKSWOOD,2019-06-05,London,26,48
DERRIK LUMBERS,2019-06-05,London,19,48
JECHO ROUSEL,2019-06-05,London,18,70
BETSEY CHADWELL,2019-06-05,London,18,49
CLAUDIO HANDRICK,2019-06-05,London,18,58
MARILLIN ROSENDALL,2019-06-05,London,16,64
GAVAN SOLTAN,2019-06-05,London,22,55
HILLIARD BROCKETT,2019-06-05,London,23,66
YANKEE REIHM,2019-06-05,London,16,56
LOUELLA CUPPITT,2019-06-05,London,17,54
CHADD ELLEN,2019-06-05,London,19,59
CLYVE BRADDEN,2019-06-05,London,25,54
AUGUSTIN TABRETT,2019-06-05,London,24,51
NANNI CALDERA,2019-06-05,London,18,51
JOACHIM GUSLON,2019-06-05,London,24,59
DIXIE MACRAE,2019-06-05,London,21,54
LEWISS SABBAN,2019-06-05,London,16,50
HATTIE DULLARD,2019-06-05,London,24,50
PENNI GRIOLI,2019-03-05,London,15,60
VALE FISHBIE,2019-03-05,London,22,59
AUGUSTO BEARBLOCK,2019-03-05,London,19,41
GABIE MALETRATT,2019-03-05,London,18,54
VINNIE GIMBRETT,2019-03-05,London,17,62
VANDA BOATE,2019-03-05,London,21,65
CALLIE GLASSCOCK,2019-03-05,London,21,59
ELEONORA BLEAZARD,2019-03-05,London,25,55
KRISTOFORO HEMPHREY,2019-03-05,London,24,48
ANASTASIA HOWSAM,2019-03-05,London,15,62
WEYLIN CULPIN,2019-03-05,London,24,64
AIDAN ELRICK,2019-03-05,London,27,61
WELBIE CURGENVEN,2019-03-05,London,22,60
AGOSTO MEADDOWCROFT,2019-03-05,London,20,59
TIPHANY GRIBBEN,2019-03-05,London,18,56
RENNIE KENNSLEY,2019-03-05,London,19,54
MATTHAEUS STICKENS,2019-03-05,London,24,55
JACQUELIN CLAMPIN,2019-03-05,London,19,51
FRANNIE DOBY,2019-03-05,London,16,65
JESSE TIRON,2019-03-05,London,19,59
MORDECAI CHAUNCE,2019-03-05,London,21,49
JOHNNY SHEA,2019-03-05,London,22,57
REG MCREYNOLD,2019-03-05,London,20,53
DEERDRE MUSSARD,2019-03-05,London,22,57
PEN TULLEY,2019-03-05,London,24,48
PHINEAS PURTON,2019-03-05,London,22,50
AVROM HARLOWE,2019-03-05,London,16,47
VANNIE HOUNSOME,2019-03-05,London,23,59
ANTHIATHIA GUIRAU,2019-11-05,London,22,52
GARRY NORNASELL,2019-11-05,London,21,63
EZEKIEL HIMSWORTH,2019-11-05,London,15,54
CHRYSA GUILDFORD,2019-11-05,London,23,58
FRASCO EKKEL,2019-11-05,London,20,58
CHANCEY PARTON,2019-11-05,London,23,49
MARSHAL DARYCOTT,2019-11-05,London,25,60
ZILVIA BYRCHER,2019-11-05,London,23,60
JOICE STENNET,2019-11-05,London,20,65
TYLER TRAYNOR,2019-11-05,London,18,59
SAY KLEINHAUSEN,2019-11-05,London,21,54
LYNDSEY RELPH,2019-11-05,London,23,60
GIGI LAYNE,2019-11-05,London,13,57
HILTON VEDSTRA,2019-11-05,London,15,50
JESSIE PLAMPEYN,2019-11-05,London,17,55
CIRSTOFORO KERSLAKE,2019-11-05,London,19,64
JESSE TEN BROEK,2019-11-05,London,23,59
MICHEL GOUTH,2019-11-05,London,22,61
FRIEDRICK YEATES,2019-11-05,London,19,60
RONICA MARTYNIKHIN,2019-11-05,London,25,62
THAYNE TUNNICK,2019-11-05,London,24,47
FARLIE BUKOWSKI,2019-11-05,London,23,55
HARRIOT TOLCHARD,2019-11-05,London,17,52
ELVA BOLDERO,2019-11-05,London,20,56
FREDRICK GILLER,2019-11-05,London,20,51
ARVY MYRKUS,2019-09-05,Birmingham,26,65
CORABELLA ABELLS,2019-09-05,Birmingham,19,55
SHERIE VEREGAN,2019-09-05,Birmingham,23,60
KERRY BEEDLE,2019-09-05,Birmingham,26,46
CHILTON PALADINO,2019-09-05,Birmingham,19,60
WALDEMAR PFEUFFER,2019-09-05,Birmingham,18,46
MARIUS DE RECHTER,2019-09-05,Birmingham,22,54
CARIN OVERSTALL,2019-09-05,Birmingham,19,43
KEELIA BEINE,2019-09-05,Birmingham,20,50
DOLLIE STAILEY,2019-09-05,Birmingham,25,62
MYRVYN JEALOUS,2019-09-05,Birmingham,25,61
SABINA SECKINGTON,2019-09-05,Birmingham,13,47
DASI GOLDSTON,2019-09-05,Birmingham,15,54
SASHA MACGAUGHY,2019-09-05,Birmingham,24,52
TIPHANI BRIDGLAND,2019-09-05,Birmingham,23,47
MEROLA JANCEY,2019-09-05,Birmingham,20,52
WHITNEY HADLEE,2019-09-05,Birmingham,19,52
CASEY PUTTEN,2019-09-05,Birmingham,15,62
RUSSELL SHEREBROOK,2019-09-05,Birmingham,22,62
UNA CALDICOT,2019-09-05,Birmingham,17,62
COURTNEY ALDUS,2019-09-05,Birmingham,13,56
STAVRO SHERRATT,2019-09-05,Birmingham,15,49
VALDEMAR SMITHEN,2019-09-05,Birmingham,24,63
RADDIE MAJOR,2019-09-05,Birmingham,24,61
MATHILDA BURMAN,2019-09-05,Birmingham,22,47
BUIRON PRESHO,2019-09-05,Birmingham,15,63
VYKY FILIPIAK,2019-09-05,Birmingham,26,58
DORETTE LANDALL,2019-09-05,Birmingham,22,64
SUTHERLAN MEWE,2019-09-05,Birmingham,18,60
MAISIE SKELTON,2019-09-05,Birmingham,15,56
ANN IANNELLO,2019-09-05,Birmingham,25,53
LEVY LANAHAN,2019-09-05,Birmingham,23,42
GUS TRENOUTH,2019-08-06,London,22,42
HUGIBERT MCLARDIE,2019-08-06,London,21,46
AUBERT CICERONE,2019-08-06,London,19,58
PHILLIS WABEY,2019-08-06,London,20,60
DRUD TELLENBROK,2019-08-06,London,24,55
ELLERY NANELL,2019-08-06,London,9,5
ALEDA VERDY,2019-08-06,London,19,37
BERNY BOTLER,2019-08-06,London,21,63
WINNIE LEWERENZ,2019-08-06,London,20,57
LOELLA LONNON,2019-08-06,London,24,55
GEORGE HUCKSTEPP,2019-08-06,London,15,61
NEALY MACGILLESPIE,2019-08-06,London,11,57
MARLOW GIOCANNONI,2019-08-06,London,18,49
GENNY ZANIOLETTI,2019-08-06,London,13,52
MIKE MILLIERE,2019-08-06,London,21,60
NIL MACPAIKE,2019-08-06,London,24,50
JESSIE PETRIELLO,2019-08-06,London,15,62
GEORGE O'DUANE,2019-08-06,London,17,50
RAVID LEYNINYE,2019-08-06,London,19,57
NINETTA JOYCE,2019-08-06,London,20,73
TRUDIE KIELLOR,2019-08-06,London,22,61
MYLO SUDELL,2019-08-06,London,17,52
BLAKELEY STROOD,2019-08-06,London,21,51
BRONSON DYKAS,2019-08-06,London,14,51
CYNTHIA JENNY,2019-08-06,London,18,51
MADELEINE YOUNGLOVE,2019-08-06,London,19,69
MAURITA SERGISON,2019-08-06,London,29,42
CHARLEEN ANDROLLI,2019-08-06,London,21,45
ELIAS JENTZSCH,2019-08-06,London,20,38
ERDA LIDDEL,2019-08-06,London,20,60
BRINN TREWHELA,2019-08-06,London,23,60
CANDIS GAMET,2019-08-06,London,17,45
BROSE MENGHI,2019-08-06,London,25,57
KALINA GENTILE,2019-02-06,London,19,50
KEAN PLOUGHWRIGHT,2019-02-06,London,20,56
TOBIAH AISTROP,2019-02-06,London,21,53
GIRAUD CASTARD,2019-02-06,London,23,33
GAREY BISCHOP,2019-02-06,London,16,56
SCOTTIE ORKNAY,2019-02-06,London,18,68
ARLEY DANGL,2019-02-06,London,17,59
CARY HEBERDEN,2019-02-06,London,19,71
HUGHIE BAGGELLEY,2019-02-06,London,23,60
TRIX BOWERBANK,2019-02-06,London,21,50
ANDREW GIURIO,2019-02-06,London,18,61
ANNIE ROSA,2019-02-06,London,24,59
KATHARYN PANTON,2019-02-06,London,13,61
SIGISMOND O'HEAGERTIE,2019-02-06,London,23,57
OLIVIER VEAZEY,2019-02-06,London,16,68
GUSSY MATHIAS,2019-02-06,London,15,51
MONTAGUE CRAFT,2019-02-06,London,14,62
BRYANTY CROAL,2019-02-06,London,23,53
HILARY FOXEN,2019-02-06,London,20,53
TURNER OLDRED,2019-02-06,London,16,43
GIULIETTA CREADY,2019-02-06,London,12,57
COSTA MACVEY,2019-02-06,London,19,68
MARNI MUMBERSON,2019-02-06,London,23,67
BRODERIC BRADICK,2019-02-06,London,20,53
BETHANNE ESTE,2019-06-06,Birmingham,22,57
JIMMIE DURKER,2019-06-06,Birmingham,17,54
JOANNA THWAITE,2019-06-06,Birmingham,20,59
FERNANDA HENDRICH,2019-06-06,Birmingham,15,63
NICKOLAUS JEACOCKE,2019-06-06,Birmingham,16,52
LYELL SANDELL,2019-06-06,Birmingham,15,61
KINGSTON COMSTY,2019-06-06,Birmingham,18,59
WAYLON CURRALL,2019-06-06,Birmingham,19,40
GIUSTINA CATFORD,2019-06-06,Birmingham,19,55
ELLIOT SARSFIELD,2019-06-06,Birmingham,23,52
TATE COADE,2019-06-06,Birmingham,18,53
CONRAD CHADNEY,2019-06-06,Birmingham,21,61
NEVIL RICKERBY,2019-06-06,Birmingham,15,50
HEROLD PRUDHAM,2019-06-06,Birmingham,20,62
LANNA MILLEY,2019-06-06,Birmingham,23,47
CORBY MCCAMBRIDGE,2019-06-06,Birmingham,21,53
MYRVYN SUTHERNS,2019-06-06,Birmingham,18,56
ATHENE BOZWORTH,2019-06-06,Birmingham,23,56
BERKIE BRUSBY,2019-06-06,Birmingham,21,61
CLARESTA POUNDFORD,2019-06-06,Birmingham,19,38
LEEANNE ALLSEPP,2019-06-06,Birmingham,22,60
KORE AMBURGY,2019-06-06,Birmingham,21,61
GERY BECKENHAM,2019-06-06,Birmingham,21,50
CLARKE WHITELOCK,2019-06-06,Birmingham,27,59
BENEDIKT COHANI,2019-06-06,Birmingham,20,63
ROMY MILES,2019-06-06,Birmingham,17,46
WALLAS HACKET,2019-06-06,Birmingham,16,57
AMALIA ORRIS,2019-06-06,Birmingham,15,58
KENDELL RUPPELE,2019-06-06,Birmingham,22,59
PEGGY HARIOT,2019-06-06,Birmingham,15,63
QUINT PONTAIN,2019-06-06,Birmingham,15,53
DARDA DI GIACOMO,2019-06-06,Birmingham,24,54
WILT GOTLIFFE,2019-06-06,Birmingham,23,56
SEYMOUR RODDA,2019-06-06,Birmingham,20,54
WHITBY MC ILWRICK,2019-06-06,Birmingham,26,63
CONSTANCIA TESAURO,2019-03-06,London,15,52
LILIAN EYER,2019-03-06,London,22,53
NEALL STUEHMEYER,2019-03-06,London,23,56
SIBLEY FORREST,2019-03-06,London,15,49
FARRIS GOGERTY,2019-03-06,London,24,57
NIKOLETTA MCCAFFREY,2019-03-06,London,16,61
OLIVIA DOBROWSKI,2019-03-06,London,21,55
NATALINA NABBS,2019-03-06,London,21,49
DIX DINAN,2019-03-06,London,23,63
HALSY HURSTHOUSE,2019-03-06,London,23,61
LATRINA SHINGLER,2019-03-06,London,18,58
KIAL GOWDY,2019-03-06,London,22,52
KLARIKA GUDGIN,2019-03-06,London,13,51
HASKELL MCDONNELL,2019-03-06,London,16,58
ELFREDA COLOMB,2019-03-06,London,25,62
PAM HUPKA,2019-03-06,London,23,58
KELLEN BROCKLEBANK,2019-03-06,London,23,62
DYNA TALLBOY,2019-03-06,London,20,54
VINCENZ MCGEOWN,2019-03-06,London,16,52
PEBROOK KEARLE,2019-03-06,London,14,53
VINSON FOOKS,2019-03-06,London,26,54
MICKY MCCASKELL,2019-03-06,London,15,55
GAYLE VINSEN,2019-03-06,London,23,55
PRISCELLA MISKELLY,2019-03-06,London,24,49
GLADYS ROOTE,2019-03-06,London,23,58
TOBI SHORT,2019-03-06,London,19,60
CHERIANNE RADDON,2019-03-06,London,20,62
DAMIANO BASTEN,2019-03-06,London,13,48
GAYLORD ALLEWAY,2019-03-06,London,22,59
LYNEA HEUSTICE,2019-03-06,London,22,52
KIMMI GRADDELL,2019-11-06,London,23,50
XIMENES BECKERS,2019-11-06,London,20,57
WARING ILSLEY,2019-11-06,London,18,59
ABBI MULVIHILL,2019-11-06,London,17,48
STEWART LOCK,2019-11-06,London,20,58
FLORINDA EAKLE,2019-11-06,London,14,69
CAROLA ANDREWS,2019-11-06,London,19,65
ARCHIBOLD SPIKEINGS,2019-11-06,London,19,51
ROSALINDA CLUTTEN,2019-11-06,London,19,66
MOSE BOLLE,2019-11-06,London,22,70
